name,ssn,phone_number,email,address,car_plate,phone_model,residence_type,job_type,blood_type,favorite_color,marital_status,pet_type,vehicle_type,family_size,hobby,birth_year,mobile_carrier,sns_usage
박성진,560804-1477592,010-5329-7375,mryu@jusighoesa.org,서울특별시 강동구 성내동,637사8739,Pixel 7,오피스텔,마케터,AB,보라,이혼,햄스터,트럭,6,사진,1995,알뜰폰,미사용
이서영,930124-1549766,010-1913-8598,yeongsun41@gimjang.org,경상남도 김해시 한림면 가동리,878다4879,Redmi 9,연립주택,의사,A,빨강,사별,파충류,승용차,3,쇼핑,1990,알뜰폰,미사용
최현정,810806-1581649,010-9413-6739,caeweonjang@coejo.com,인천광역시 동구 창영동,851바6689,Galaxy A52,기숙사,프리랜서,B,검정,사별,없음,트럭,4,사진,1986,SKT,미사용
강광수,921121-2842288,010-2385-5782,yeeuncoe@gimgimbaeg.net,세종특별자치시 세종시 금남면 영곡리,659마8648,LG Wing,다가구,회사원,O,회색,이혼,물고기,SUV,3,독서,1997,알뜰폰,미사용
양옥자,881030-2846456,010-6329-9506,hyeonsug64@ihangim.kr,제주특별자치도 서귀포시 안덕면 덕수리,12다1887,Sony Xperia 5 II,오피스텔,회사원,A,회색,미혼,햄스터,SUV,4,자전거,1995,알뜰폰,사용
김춘자,781006-1785466,010-2754-1359,byeongceolgim@yuhanhoesa.org,서울특별시 강서구 개화동,616마4238,Huawei Mate 40,연립주택,마케터,A,회색,미혼,물고기,트럭,1,사진,2007,알뜰폰,미사용
류지우,791019-2768710,010-8816-5951,bagyeweon@gimhonghong.com,전라북도 남원시 수지면 유암리,716바9548,Galaxy A52,다가구,개발자,A,빨강,사별,물고기,전기차,3,운동,1982,KT,사용
유서연,140924-4087129,010-4411-9132,hancaeweon@ju.com,인천광역시 남동구 구월동,361바3215,Oppo Find X3,다가구,개발자,B,흰색,미혼,햄스터,SUV,2,영화감상,1992,KT,사용
김수민,861121-1171073,010-4053-3841,sanghobag@coeseobag.com,전라남도 보성군 율어면 장동리,526다5077,Galaxy A52,오피스텔,자영업,O,분홍,사별,고양이,SUV,4,여행,1992,알뜰폰,사용
김준혁,901231-1268747,010-5371-8899,caeweon66@hani.com,전라북도 익산시 용동면 화배리,330사2638,Pixel 7,빌라,개발자,A,노랑,이혼,물고기,자전거,5,수영,2007,KT,미사용
차성민,831118-2136398,010-6743-8046,ogsungim@yu.com,경상남도 창녕군 부곡면 부곡리,774다4022,iPhone XR,연립주택,공무원,A,보라,미혼,파충류,오토바이,3,쇼핑,2000,LG U+,미사용
남성민,910420-1133500,010-9057-7710,bagyeongsug@gimgim.com,서울특별시 강동구 둔촌동,506마3176,iPhone 8,기숙사,학생,A,파랑,기혼,햄스터,SUV,1,독서,1983,알뜰폰,미사용
박영순,900731-1279900,010-9131-6856,jiyeonbag@bagi.kr,충청남도 아산시 신창면 궁화리,239나8753,Pixel 7,원룸,교사,B,파랑,기혼,강아지,전기차,3,독서,1989,LG U+,사용
심상철,550605-2337116,010-5264-4353,seohyeongang@yuhanhoesa.kr,경기도 양주시 장흥면 울대리,802나8070,Sony Xperia 5 II,아파트,의사,A,검정,사별,없음,SUV,5,독서,1995,KT,미사용
권도윤,910202-1125000,010-4071-1539,seoyeongim@joo.com,충청북도 보은군 산외면 탁주리,37가6065,iPhone 12,다가구,회사원,B,파랑,기혼,물고기,자전거,1,쇼핑,1999,SKT,미사용
장정희,950916-1117312,010-5348-5202,caeweoncoe@ju.com,대전광역시 대덕구 연축동,570바7544,Galaxy M12,연립주택,학생,AB,회색,사별,파충류,SUV,5,게임,1990,SKT,미사용
양영일,060129-3102207,010-8340-1226,donghyeon03@ryuha.org,전라북도 무주군 설천면 미천리,551바8427,iPhone 12,아파트,학생,A,빨강,사별,강아지,자전거,1,음악감상,1995,알뜰폰,사용
김영숙,100611-4202319,010-4819-9012,ci@yu.com,제주특별자치도 제주시 애월읍 신엄리,598사6649,Pixel 4a,오피스텔,의사,O,흰색,기혼,새,트럭,4,사진,2000,알뜰폰,미사용
김지원,950503-2907859,010-4740-6212,hyeonu55@ryuyang.com,대전광역시 중구 어남동,991가5656,Sony Xperia 5 II,오피스텔,마케터,B,파랑,이혼,물고기,트럭,6,독서,1984,알뜰폰,미사용
김경숙,681102-1461484,010-2462-1599,igim@jusighoesa.com,대전광역시 서구 탄방동,397바9694,iPhone SE,오피스텔,학생,O,회색,이혼,고양이,승용차,6,쇼핑,2003,LG U+,미사용
노하윤,971215-1446428,010-2333-6785,tna@nacoe.net,제주특별자치도 제주시 애월읍 고내리,752사3151,LG Q92,아파트,교사,O,회색,이혼,없음,SUV,2,자전거,2003,알뜰폰,미사용
김현주,460415-1602746,010-1978-4313,jiyeon49@gimgimbag.com,세종특별자치시 세종시 부강면 금호리,644라9490,Xiaomi Mi 11,연립주택,프리랜서,AB,흰색,사별,고양이,전기차,3,수영,2008,KT,미사용
오도윤,880219-2494130,010-8216-1825,jangyeweon@baghan.kr,경상북도 성주군 용암면 용정리,890가7742,Vivo X60,단독주택,교사,AB,초록,미혼,강아지,전기차,4,여행,2004,SKT,사용
이현정,920117-2126621,010-1787-2029,geonu89@ju.net,대구광역시 서구 원대동2가,448라6798,LG V60,아파트,학생,A,보라,기혼,파충류,트럭,6,사진,1985,KT,사용
박정호,741201-2870122,010-5164-5999,seunghyeon92@hwangimin.com,경상북도 안동시 녹전면 사천리,24사1284,Galaxy S21,연립주택,교사,O,검정,사별,고양이,버스,4,사진,1987,KT,사용
노은서,811008-2596127,010-4824-4984,juweon30@yu.com,전라남도 무안군 해제면 광산리,535나7119,iPhone XR,다가구,마케터,B,보라,미혼,햄스터,트럭,5,수영,1992,KT,미사용
고영철,120503-3009019,010-7371-4982,minhyeonu@ancoebag.com,광주광역시 광산구 용봉동,707다6841,Pixel 7,아파트,자영업,B,검정,사별,물고기,승용차,6,사진,1990,LG U+,미사용
유민석,790101-2542143,010-1816-5987,jeongsug38@ii.net,전라남도 여수시 화치동,141라3661,LG G8,아파트,공무원,AB,검정,기혼,파충류,오토바이,4,운동,2006,KT,사용
이성민,530722-1920610,010-9053-4214,jaehyeongim@ju.com,전라북도 고창군 무장면 송계리,592라2808,Galaxy M12,빌라,의사,O,주황,기혼,파충류,SUV,5,수영,1998,SKT,미사용
김민석,880307-2157529,010-1198-2289,cson@gimyun.com,충청남도 계룡시 엄사면 향한리,767다9281,LG V60,단독주택,교사,AB,빨강,이혼,햄스터,전기차,1,영화감상,1999,SKT,사용
백영진,620608-2568331,010-2013-3182,ygim@gimcoegim.net,서울특별시 서대문구 현저동,663가2423,Xiaomi Redmi Note 10,아파트,연구원,A,보라,기혼,햄스터,오토바이,5,쇼핑,1993,SKT,미사용
조민준,790319-2607743,010-4550-3309,sanghungim@yu.org,인천광역시 중구 내동,856사5719,Huawei P50,오피스텔,회사원,AB,보라,사별,물고기,SUV,5,영화감상,1995,SKT,사용
양서윤,480628-2183508,010-6058-2652,jiubae@yu.org,서울특별시 강북구 미아동,79마2822,LG Wing,연립주택,연구원,AB,파랑,미혼,햄스터,오토바이,6,독서,2009,KT,미사용
김명숙,821224-1724215,010-3868-6798,yejin18@hagimseo.org,경기도 용인시 기흥구 신갈동,550가4537,LG Wing,원룸,프리랜서,A,회색,기혼,물고기,SUV,4,등산,1992,SKT,미사용
이상현,770828-2437104,010-8050-8839,fjeon@igang.net,제주특별자치도 제주시 한림읍 상대리,455라6273,iPhone 11,빌라,교사,A,검정,기혼,햄스터,버스,2,등산,2004,KT,미사용
최지은,660805-2650937,010-9384-8199,zsong@yunhagim.kr,광주광역시 북구 용봉동,334마1543,Pixel 8,다가구,간호사,B,검정,미혼,새,오토바이,1,수영,1986,LG U+,미사용
윤영자,700921-1221996,010-9126-4463,ogsungo@ju.kr,경기도 성남시 수정구 둔전동,763바3526,LG Q92,연립주택,연구원,O,분홍,사별,고양이,전기차,3,자전거,2006,SKT,미사용
이승민,441013-1576889,010-3026-1090,ubae@yuhanhoesa.com,경상남도 의령군 화정면 석천리,362나3647,iPhone 13,원룸,간호사,B,흰색,미혼,없음,트럭,2,등산,1998,LG U+,사용
서우진,101228-4764306,010-5019-1772,jeongsungim@ryugimgim.com,전라북도 장수군 산서면 건지리,251다3473,Huawei P50,다가구,연구원,O,회색,미혼,없음,자전거,4,수영,1984,알뜰폰,사용
전영호,891113-1442875,010-1959-8298,eomseunghyeon@yuhanhoesa.com,인천광역시 옹진군 덕적면 문갑리,149나3675,Galaxy Note 10,원룸,의사,B,회색,미혼,물고기,버스,6,수영,1992,KT,사용
김영수,830630-1958933,010-1809-6838,seoyungim@ju.com,광주광역시 북구 유동,959나8719,Sony Xperia 1 III,기숙사,자영업,B,보라,기혼,햄스터,트럭,4,수영,2010,알뜰폰,사용
정영길,540204-2167464,010-7201-2475,sim@ju.kr,광주광역시 북구 대촌동,600나4619,Galaxy S20,오피스텔,의사,B,회색,사별,강아지,오토바이,6,사진,1983,LG U+,미사용
양건우,490329-1153708,010-1693-8645,sangho19@yuhanhoesa.kr,제주특별자치도 서귀포시 표선면 토산리,855다4826,Realme GT,오피스텔,학생,O,분홍,사별,물고기,자전거,1,등산,2001,SKT,미사용
이민수,140720-3911279,010-3798-3450,gimeunji@jusighoesa.com,제주특별자치도 서귀포시 남원읍 위미리,53사5628,iPhone 6S,기숙사,간호사,B,노랑,미혼,새,버스,4,사진,2006,알뜰폰,미사용
홍명숙,851203-2647030,010-1533-5143,seongsugim@yuhanhoesa.kr,충청북도 청주시 서원구 남이면 척북리,964가7415,Pixel 7,기숙사,마케터,B,보라,기혼,없음,전기차,2,요리,1992,SKT,사용
김시우,970608-1549056,010-9728-2201,zson@jusighoesa.kr,경상남도 함안군 칠원읍 운곡리,828사9002,Pixel 5,빌라,의사,A,회색,사별,새,트럭,4,사진,1997,알뜰폰,사용
김지아,000321-4714803,010-8280-1174,junhogim@gimcoe.org,부산광역시 북구 금곡동,895가4921,Realme GT,빌라,의사,B,초록,이혼,햄스터,트럭,1,여행,1993,SKT,사용
김성민,900830-1457748,010-5153-9431,kgu@ju.kr,광주광역시 동구 금동,944라4947,Huawei Mate 40,연립주택,간호사,O,주황,기혼,고양이,전기차,5,음악감상,1989,KT,사용
이정순,570430-1143944,010-2590-3843,areumgang@hanbaggim.com,충청남도 아산시 배방읍 구령리,507나4891,Motorola Edge 20,다가구,간호사,A,빨강,사별,물고기,트럭,6,요리,1995,LG U+,사용
이지혜,001103-3512288,010-3843-3063,seoyeong12@yuhanhoesa.com,제주특별자치도 제주시 조천읍 신촌리,588라8646,Sony Xperia 1 III,빌라,의사,O,회색,미혼,없음,트럭,2,자전거,2001,SKT,미사용
김경숙,020716-4699892,010-1590-3544,mijeong62@baggim.kr,경상남도 거제시 동부면 율포리,754라1061,OnePlus 9,연립주택,간호사,O,검정,사별,파충류,오토바이,4,음악감상,2007,KT,사용
강지우,920130-1722544,010-9258-7280,oan@gangcoemun.com,충청북도 청주시 흥덕구 외북동,306다6970,Realme 8,기숙사,간호사,B,분홍,이혼,햄스터,오토바이,3,게임,1984,SKT,미사용
박예은,651024-1771107,010-6201-3751,miyeongjo@gangyun.kr,경기도 김포시 고촌읍 풍곡리,362나3858,Xiaomi Poco F3,아파트,개발자,O,보라,사별,없음,SUV,3,요리,1982,LG U+,미사용
황은지,960228-1286482,010-5664-8435,seongjin82@ju.com,경기도 파주시 법원읍 삼방리,16나8028,Motorola Edge 20,기숙사,간호사,O,분홍,사별,없음,자전거,4,독서,1985,알뜰폰,미사용
김지아,580823-1441006,010-3335-8029,hyeonjeong07@jusighoesa.net,부산광역시 동구 범일동,837나4198,OnePlus 8T,원룸,개발자,A,초록,기혼,물고기,오토바이,1,게임,2003,LG U+,사용
박동현,820410-1641699,010-2483-8158,iyejin@seogimju.com,부산광역시 서구 서대신동3가,937마4030,Galaxy S23,빌라,학생,AB,흰색,기혼,파충류,트럭,1,요리,1996,LG U+,미사용
박건우,650121-1528622,010-4466-3143,yhan@yu.com,울산광역시 동구 서부동,415나3241,Xiaomi Redmi Note 10,원룸,학생,AB,분홍,미혼,물고기,승용차,6,음악감상,1981,KT,사용
김순옥,821120-1048575,010-2772-4013,iogja@gimgimryu.org,전라남도 해남군 북평면 서홍리,750사1628,iPhone 8,아파트,연구원,O,노랑,사별,물고기,승용차,2,등산,2008,KT,미사용
전현정,910908-2608774,010-9964-1684,jaehyeonhong@iiryu.com,부산광역시 북구 금곡동,567다1994,Pixel 5,원룸,간호사,B,회색,미혼,없음,오토바이,2,영화감상,1984,KT,미사용
이지후,120830-3670233,010-7509-8518,byeongceoli@ju.kr,울산광역시 북구 양정동,108라8180,iPhone 11,단독주택,회사원,A,빨강,이혼,파충류,버스,3,등산,1988,알뜰폰,미사용
강상훈,640113-1510977,010-8364-1364,namgyeonghyi@bagbaggang.com,충청북도 청주시 흥덕구 남촌동,973사8808,Huawei P50,빌라,개발자,B,노랑,미혼,햄스터,자전거,4,게임,2001,알뜰폰,사용
최경자,030811-3310579,010-3626-1752,hyeonsuggim@iseo.com,경기도 하남시 춘궁동,65바7164,Galaxy M12,기숙사,학생,A,검정,이혼,물고기,승용차,6,게임,1993,알뜰폰,사용
이주원,960309-1775635,010-9135-3789,junseogim@jusighoesa.net,인천광역시 강화군 송해면 숭뢰리,666다6273,Oppo Reno 6,오피스텔,자영업,AB,검정,미혼,새,승용차,6,게임,2001,알뜰폰,미사용
김성민,841024-2876502,010-1236-2969,hryu@yu.kr,경기도 안양시 만안구 박달동,605나5389,OnePlus 8T,오피스텔,간호사,AB,분홍,기혼,파충류,트럭,5,등산,2005,알뜰폰,사용
백지후,680721-2507807,010-9739-1022,jinho11@yuhanhoesa.net,서울특별시 성동구 용답동,438바9822,Sony Xperia 5 II,단독주택,연구원,A,검정,미혼,물고기,오토바이,5,자전거,2004,LG U+,미사용
김민수,770716-1346832,010-7635-1428,hgim@jusighoesa.com,경상남도 김해시 진영읍 의전리,712사9906,Huawei Mate 40,원룸,연구원,A,빨강,기혼,없음,자전거,3,요리,1989,알뜰폰,미사용
서예원,500908-2016611,010-8173-6346,hayunhong@jusighoesa.org,세종특별자치시 세종시 금남면 영대리,320다4165,Galaxy A12,아파트,연구원,B,분홍,미혼,없음,버스,1,음악감상,1982,SKT,사용
김미영,511018-1441110,010-4220-6556,junho41@yuhanhoesa.com,울산광역시 북구 시례동,981가2486,Vivo X60,다가구,자영업,AB,파랑,기혼,햄스터,버스,2,쇼핑,1997,SKT,사용
박은영,770408-1361441,010-4718-9891,yeonghwanjin@gimbag.net,대전광역시 유성구 구암동,210가1857,Pixel 4,다가구,의사,A,파랑,미혼,햄스터,자전거,4,수영,1981,SKT,사용
윤준혁,641019-1488717,010-4253-8581,gimgyeongsug@yuhanhoesa.com,인천광역시 옹진군 영흥면 외리,336마7873,iPhone 11,원룸,의사,O,검정,사별,고양이,트럭,4,사진,1982,LG U+,미사용
전진호,721226-1425209,010-4511-3111,areumsin@yuhanhoesa.org,강원도 철원군 동송읍 장흥리,189라6188,iPhone X,원룸,연구원,AB,빨강,이혼,새,트럭,1,게임,1984,SKT,사용
강서윤,880203-1284312,010-9771-4369,seongjin68@jusighoesa.net,경상북도 청송군 주왕산면 주산지리,232나7342,Galaxy A32,기숙사,디자이너,A,분홍,미혼,물고기,승용차,2,음악감상,1996,알뜰폰,미사용
최민석,901001-1599513,010-9165-7300,jangsiu@yu.kr,전라남도 여수시 돌산읍 군내리,754가7613,LG Velvet,빌라,간호사,B,보라,기혼,새,오토바이,5,게임,1999,LG U+,미사용
이은주,021102-3442686,010-9114-8933,yeongil88@josini.com,서울특별시 강북구 수유동,624마8896,Galaxy Z Fold,단독주택,의사,O,검정,이혼,물고기,승용차,5,요리,2005,KT,미사용
나재호,930207-1749630,010-9725-9204,minseogim@iyang.com,울산광역시 남구 용연동,420다3596,Xiaomi Poco F3,연립주택,교사,O,분홍,이혼,고양이,자전거,5,자전거,1980,알뜰폰,미사용
황지우,081220-4607137,010-1334-6930,josugja@gimyuni.kr,인천광역시 옹진군 백령면 남포리,366마5846,Galaxy S23,연립주택,프리랜서,B,흰색,사별,물고기,버스,3,자전거,1994,LG U+,미사용
서민준,010117-4492792,010-3556-9219,hyeonjuju@yu.com,부산광역시 동구 범일동,280라3186,Galaxy S9,연립주택,간호사,O,분홍,사별,물고기,트럭,5,음악감상,1982,LG U+,사용
이지후,910811-1888182,010-2720-2483,yeongjinheo@ju.org,충청북도 청주시 서원구 남이면 갈원리,645사2967,Huawei P50,연립주택,교사,A,노랑,기혼,강아지,승용차,2,운동,2007,SKT,사용
김영순,110919-4684952,010-3350-9655,vji@songgo.kr,서울특별시 강북구 번동,278사1261,Galaxy A32,원룸,회사원,B,보라,이혼,파충류,승용차,2,여행,2010,SKT,사용
최도현,761123-1497172,010-4231-6215,seungmin85@yuhanhoesa.net,경상북도 경산시 압량면 내리,473가2555,Pixel 8,다가구,프리랜서,B,분홍,기혼,고양이,승용차,6,등산,2007,알뜰폰,사용
이지우,130726-3805824,010-7939-1419,yeonghwangim@gimgimgo.kr,서울특별시 성북구 보문동3가,518가3172,OnePlus 8T,빌라,개발자,AB,노랑,사별,새,승용차,4,운동,1999,알뜰폰,미사용
성성훈,920506-2874691,010-7695-6155,yeongjingim@jusighoesa.com,광주광역시 서구 매월동,438바5044,LG G8,아파트,학생,B,회색,이혼,파충류,버스,4,자전거,1989,SKT,사용
윤영숙,520410-1821107,010-3841-4567,gangsunja@yuhanhoesa.com,인천광역시 중구 신포동,961바6454,Pixel 6,기숙사,간호사,A,회색,기혼,파충류,오토바이,1,자전거,2009,알뜰폰,사용
황서준,990412-2287358,010-9704-9956,psong@yungimi.kr,광주광역시 동구 동명동,683라4512,iPhone XR,단독주택,교사,B,흰색,기혼,새,오토바이,2,여행,1998,KT,사용
최성민,501231-1789301,010-5755-6533,ijunho@yuhanhoesa.net,울산광역시 남구 매암동,553나1801,Vivo X60,다가구,자영업,O,노랑,미혼,새,트럭,3,영화감상,2006,LG U+,사용
문진호,021028-3328312,010-5868-2269,minji30@songmungim.com,서울특별시 중랑구 묵동,688가6048,Redmi 9,단독주택,공무원,AB,보라,이혼,파충류,오토바이,3,사진,2006,KT,사용
김상현,450108-1953350,010-6570-1425,mineunseo@baegsimjin.com,인천광역시 옹진군 연평면 연평리,388가4160,Realme 8,기숙사,학생,AB,분홍,미혼,파충류,트럭,4,여행,1985,SKT,미사용
최지원,541105-1721097,010-2398-8204,igim@gimi.kr,제주특별자치도 서귀포시 대정읍 가파리,644나5100,Galaxy A12,빌라,간호사,AB,검정,이혼,없음,버스,1,자전거,1998,알뜰폰,사용
황시우,490627-1275232,010-4504-4692,ohan@bagcoe.com,경기도 성남시 중원구 금광동,559가3077,Galaxy Z Fold,오피스텔,연구원,AB,회색,이혼,고양이,버스,6,자전거,2002,KT,미사용
이현우,930727-2557884,010-9638-2365,byeongceol06@gimgwag.com,충청남도 아산시 신창면 읍내리,936라1686,Galaxy A12,연립주택,교사,O,초록,기혼,강아지,자전거,6,자전거,2007,KT,미사용
박병철,990701-2011345,010-4628-6739,gimjunyeong@yuhanhoesa.kr,대구광역시 달성군 유가읍 봉리,460다9014,Xiaomi Redmi Note 10,단독주택,의사,A,흰색,기혼,없음,트럭,5,독서,1980,SKT,사용
최승현,810706-2690449,010-3939-9951,seonyeong27@yuhanhoesa.kr,세종특별자치시 세종시 장군면 금암리,655바1144,iPhone 12,원룸,자영업,O,흰색,기혼,새,전기차,5,영화감상,1984,SKT,미사용
강지후,061126-4510962,010-8097-6700,seoyeonghwang@yu.kr,울산광역시 북구 신명동,214바9713,Pixel 8,원룸,공무원,A,초록,미혼,없음,버스,6,등산,2008,SKT,미사용
김영순,700327-2510907,010-7274-3271,ygim@hanojo.com,경상남도 산청군 금서면 화계리,770라6719,Pixel 7,아파트,마케터,AB,흰색,미혼,없음,트럭,6,쇼핑,2002,SKT,사용
지경희,540428-1522249,010-7247-6894,sonjuweon@juseogim.com,충청남도 천안시 동남구 신방동,721가9413,iPhone 8,빌라,공무원,O,회색,이혼,고양이,SUV,2,여행,1994,SKT,미사용
김영미,500907-2608585,010-2111-3264,di@yu.com,전라북도 군산시 성산면 여방리,542라9802,Vivo X60,기숙사,프리랜서,A,보라,기혼,없음,SUV,5,음악감상,1993,알뜰폰,미사용
최영길,130529-3538001,010-2602-7814,ugang@yuhanhoesa.net,충청남도 청양군 대치면 탄정리,593나2230,LG V60,오피스텔,공무원,A,검정,이혼,강아지,승용차,1,게임,2006,KT,사용
강미숙,730719-1890753,010-1587-8583,lgim@ju.kr,광주광역시 서구 덕흥동,975사2972,iPhone 8,빌라,학생,AB,흰색,기혼,새,자전거,3,운동,2004,SKT,미사용
서예진,680615-2578150,010-2053-6212,eunseoi@seoim.kr,세종특별자치시 세종시 연서면 고복리,637다2397,Pixel 7,오피스텔,학생,B,회색,사별,없음,트럭,6,사진,2009,알뜰폰,사용
최은서,781125-2383714,010-9300-6434,eunjiryu@yuhanhoesa.com,광주광역시 광산구 대산동,477사9829,Oppo Find X3,기숙사,프리랜서,O,회색,기혼,강아지,SUV,6,사진,1987,알뜰폰,사용
송예은,800313-1013758,010-9686-9846,seojun01@igim.com,충청남도 태안군 원북면 대기리,842마2148,Pixel 7,아파트,공무원,O,검정,이혼,고양이,SUV,6,사진,2009,KT,미사용
김영미,850114-1136519,010-9791-7629,munyeongsu@yu.com,세종특별자치시 세종시 장군면 봉안리,717마5937,Xiaomi Redmi Note 10,다가구,프리랜서,AB,보라,이혼,강아지,자전거,2,영화감상,2005,LG U+,사용
허옥순,630720-2248419,010-6917-1123,gimsanghyeon@jusighoesa.net,경기도 여주시 산북면 용담리,714다9799,Motorola Moto G Power,원룸,연구원,O,흰색,사별,고양이,자전거,2,게임,1993,알뜰폰,사용
박수빈,630130-1588117,010-7604-1219,fgim@gimgimgim.com,광주광역시 서구 광천동,96바2306,LG G8,오피스텔,프리랜서,O,주황,사별,새,승용차,6,영화감상,1989,LG U+,사용
김순옥,820421-2809994,010-6865-7287,ijia@ani.org,인천광역시 계양구 오류동,309다5832,Huawei P50,기숙사,개발자,AB,빨강,이혼,고양이,버스,4,사진,1980,SKT,미사용
최재호,950924-1791950,010-4677-1690,jeongsugim@ugimgim.net,서울특별시 성동구 성수동1가,879가3114,iPhone XS,빌라,프리랜서,B,노랑,미혼,새,전기차,1,독서,1990,알뜰폰,사용
한옥자,691221-1083641,010-9372-1727,gimeunji@gimgim.com,울산광역시 동구 일산동,897라1832,iPhone 11,연립주택,프리랜서,A,분홍,이혼,파충류,자전거,5,요리,1996,KT,사용
김지은,950522-2448105,010-5295-2321,gimyeongceol@yu.com,서울특별시 강남구 청담동,518나5430,Realme 8,오피스텔,자영업,O,주황,이혼,없음,전기차,6,운동,1982,SKT,미사용
김하은,020901-4244043,010-8756-7151,rhan@gimiryu.com,강원도 고성군 죽왕면 가진리,549나7113,iPhone XR,오피스텔,간호사,AB,주황,사별,물고기,SUV,6,운동,1987,KT,사용
나수빈,021019-3439578,010-4081-8173,jeonghyigim@ju.kr,세종특별자치시 세종시 금남면 도남리,766바9638,iPhone 7,아파트,마케터,B,초록,이혼,없음,버스,2,자전거,1986,KT,사용
민은경,810305-2452268,010-3344-1877,pheo@jusighoesa.net,제주특별자치도 제주시 조천읍 교래리,64나9063,Galaxy Z Flip,빌라,의사,B,주황,기혼,새,승용차,5,자전거,1991,알뜰폰,미사용
최진호,550906-1539240,010-9684-6485,li@yu.com,강원도 횡성군 안흥면 송한리,676나3267,Sony Xperia 1 III,단독주택,간호사,B,초록,사별,강아지,전기차,6,사진,1993,LG U+,사용
심서윤,700322-2937954,010-5024-8075,uheo@yu.kr,경상남도 김해시 명법동,152사7194,Pixel 8,단독주택,회사원,A,빨강,이혼,없음,버스,3,수영,2007,LG U+,미사용
김영호,110827-4448544,010-3672-9156,gwaghyeonjeong@ju.org,경기도 광명시 소하동,234나3371,Galaxy Z Fold,오피스텔,학생,B,검정,기혼,없음,SUV,6,요리,1980,SKT,사용
허서연,471109-2276939,010-6928-7903,jeongnami@igim.com,대전광역시 대덕구 갈전동,490마8056,Vivo X60,빌라,학생,A,노랑,미혼,고양이,SUV,4,독서,1980,LG U+,미사용
김현지,600715-1414339,010-6522-5768,jeonghun37@yu.com,강원도 속초시 설악동,621다7773,Pixel 4,단독주택,공무원,AB,흰색,미혼,강아지,승용차,5,여행,2005,LG U+,사용
박수빈,790810-2381583,010-7603-3179,yeongmigweon@yuhanhoesa.com,전라남도 목포시 행복동2가,658바5700,Xiaomi Mi 11,단독주택,간호사,O,흰색,사별,햄스터,전기차,3,영화감상,2010,LG U+,미사용
배준서,020904-4220622,010-4679-4644,jeongnami@yu.kr,울산광역시 남구 무거동,547마1345,Galaxy A12,빌라,교사,A,분홍,사별,고양이,버스,6,영화감상,1987,KT,사용
박미경,691005-2088105,010-8163-9571,gimsumin@ihan.com,제주특별자치도 서귀포시 안덕면 덕수리,708마3803,iPhone 14,빌라,간호사,O,노랑,사별,새,전기차,5,쇼핑,1981,알뜰폰,사용
이은정,801225-1001466,010-9583-7758,jeonghyii@iigim.kr,경기도 용인시 수지구 신봉동,411바9646,Vivo Y72,기숙사,마케터,A,분홍,미혼,고양이,승용차,5,자전거,1984,알뜰폰,미사용
손숙자,731204-1559645,010-6906-5527,baegjeongja@yuhanhoesa.com,광주광역시 동구 대의동,618바2676,Realme 8,연립주택,디자이너,AB,노랑,기혼,햄스터,오토바이,5,여행,1982,SKT,미사용
김민석,481008-2686491,010-4731-1469,seonghyeonseo@gimbag.kr,서울특별시 관악구 남현동,899나8139,Galaxy Note 20,오피스텔,학생,O,검정,미혼,햄스터,SUV,2,여행,1984,알뜰폰,미사용
이진호,861025-2669323,010-5482-4992,gi@ju.com,충청북도 옥천군 옥천읍 수북리,141바5166,Pixel 4a,원룸,자영업,AB,주황,사별,파충류,승용차,3,영화감상,1984,알뜰폰,미사용
김재현,891231-2313130,010-3806-1983,munsubin@jusighoesa.kr,전라남도 목포시 용당동,909가1179,Pixel 8,빌라,회사원,O,주황,미혼,파충류,전기차,2,쇼핑,1985,알뜰폰,사용
김민재,680603-1693754,010-5796-7868,jiyeon45@hangim.org,충청북도 단양군 단성면 북상리,805다4614,iPhone 12,오피스텔,공무원,AB,노랑,사별,새,SUV,4,운동,1992,LG U+,사용
이하은,510806-1941694,010-4353-9832,jyun@gimyungim.com,부산광역시 금정구 금성동,940사5623,Galaxy Z Fold,기숙사,프리랜서,AB,주황,사별,햄스터,버스,3,운동,1997,SKT,사용
박영수,590720-2706844,010-4763-7065,lhwang@iyuni.net,강원도 인제군 기린면 현리,39마1047,Motorola Moto G Power,연립주택,교사,AB,검정,미혼,물고기,오토바이,4,사진,2004,알뜰폰,사용
이영순,061110-4863893,010-3613-2876,seunghyeon04@iihwang.com,부산광역시 북구 덕천동,202마4402,Huawei P50,단독주택,프리랜서,B,초록,미혼,파충류,전기차,5,쇼핑,1980,SKT,미사용
장영일,000128-4505471,010-3266-3310,jongsubag@gimui.org,대전광역시 유성구 용산동,674다1322,OnePlus 9,아파트,회사원,O,빨강,이혼,강아지,승용차,6,음악감상,2007,LG U+,사용
최예원,840908-2433667,010-1535-4767,sangceol39@gimgimi.org,경기도 양주시 백석읍 가업리,832나3043,Oppo Reno 6,아파트,마케터,B,회색,사별,새,오토바이,2,독서,1991,SKT,사용
박명숙,470809-2650185,010-3985-8605,seunghyeon37@ju.kr,전라남도 장흥군 용산면 접정리,366사6544,LG Wing,기숙사,공무원,A,분홍,기혼,햄스터,버스,2,여행,1997,SKT,사용
류윤서,490619-2661067,010-6156-4827,pbag@yuhanhoesa.kr,강원도 고성군 토성면 금화정리,978사4664,Pixel 6,연립주택,의사,A,보라,미혼,물고기,버스,6,독서,1996,LG U+,미사용
