address,birth_year,blood_type,car_plate,email,family_size,favorite_color,hobby,job_type,marital_status,mobile_carrier,name,pet_type,phone_model,phone_number,residence_type,sns_usage,ssn,vehicle_type,mk_serial_number,matching_key
대구광역시 동구 신무동,2010,A,356가7967,eunjeong79@ju.com,4,분홍,운동,학생,이혼,SKT,황민서,고양이,Huawei P50,010-8651-1223,연립주택,미사용,550504-1019943,자전거,data2_20250602185128961493_7965,14139f3aff105120f202112e62ec5862bcf2872ba22b61970a09db852ed774c6
충청남도 보령시 미산면 평라리,1984,B,510바5374,xhong@ju.kr,3,주황,독서,교사,미혼,KT,이은주,없음,Galaxy M12,010-5684-5041,기숙사,사용,120404-4200738,승용차,data2_20250602185128961493_7966,b9b9b8217063ca4ac47ec3fdd92ea9bf48259244177e656b3688562c15bc825f
대구광역시 북구 침산동,1982,A,268나6408,bhan@hanhani.org,3,보라,운동,프리랜서,이혼,알뜰폰,이병철,물고기,Galaxy S22,010-2964-2034,기숙사,사용,930205-1645066,오토바이,data2_20250602185128961493_7967,b3b8845e84799dc60ecc2bec13f47a3c3380ce0025b2265a4631dce778396c9b
경상남도 창원시 마산합포구 교원동,2001,B,114나1270,gbag@yuhanhoesa.kr,4,노랑,음악감상,개발자,미혼,LG U+,김현준,고양이,LG Q92,010-3805-4332,빌라,미사용,830209-1760095,승용차,data2_20250602185128961493_7968,e3a45281287ff27bc86fc8e3d0988d46afb8ae43b1f041a7ba26325a2d2c5632
강원도 화천군 화천읍 신읍리,1983,O,204바3530,yejincoe@cabagbag.com,1,흰색,자전거,자영업,사별,KT,하정호,파충류,Redmi 9,010-4422-4090,오피스텔,미사용,460501-1604215,오토바이,data2_20250602185128961493_7969,a1d9aa9979d0bed785885fa0cee9fb120bc29ec99b6751934bd94b4dea33372c
대구광역시 달성군 화원읍 천내리,1992,B,483다6962,ijiu@gimi.kr,1,주황,등산,교사,이혼,KT,심은정,햄스터,Xiaomi Poco F3,010-1451-2136,오피스텔,사용,120618-4501292,버스,data2_20250602185128961493_7970,b95bb3ac76ba3c09c6faece43f3fc20be77b42e446cb798b51dbd5ce5ed0fa6e
강원도 춘천시 동내면 사암리,1984,AB,884나5169,yejungim@ju.net,5,검정,여행,연구원,사별,KT,이명자,물고기,iPhone 7,010-4151-7661,기숙사,사용,790123-2340799,트럭,data2_20250602185128961493_7971,2ca141b9b3c8a72dc8704acbae09fc40efb7d90cdfac07da81de16d143d61923
대구광역시 중구 남산동,1983,A,61라7980,bagogja@coego.kr,1,검정,음악감상,공무원,이혼,LG U+,이수진,물고기,Xiaomi Redmi Note 10,010-8032-8808,빌라,사용,051208-4445865,승용차,data2_20250602185128961493_7972,27b50d4087afd5dd6f2c81e705ac22045fba6394400e7a13498f14e91b24fb66
서울특별시 구로구 구로동,2008,O,823바4911,gimseongmin@jusighoesa.kr,6,검정,사진,디자이너,기혼,LG U+,최민수,파충류,Galaxy Z Fold,010-4688-1699,다가구,미사용,700511-2009809,SUV,data2_20250602185128961493_7973,2ac3f7b2ed62dedd4697a26404baecda2c02824ec136e89c9957d60a0894f707
광주광역시 서구 유촌동,2010,AB,454가2428,jinho85@jusighoesa.kr,6,노랑,사진,교사,기혼,알뜰폰,이지훈,고양이,Motorola Moto G Power,010-9858-1142,연립주택,사용,910522-1807555,트럭,data2_20250602185128961493_7974,b4262ee9c9e998a8cd1af3e4974b4316332d11f93260bd2adb07b668217569fa
전라남도 신안군 안좌면 존포리,1983,AB,158마5592,seongsui@ju.com,1,검정,등산,프리랜서,미혼,KT,문상호,강아지,Galaxy A52,010-9055-9375,아파트,사용,610129-1091511,버스,data2_20250602185128961493_7975,b96a261c8d91c316dd04e785ef3dd8e1c622389868ffa3fd95f97096eb36ef3e
경상남도 의령군 화정면 석천리,1998,B,362나3647,ubae@yuhanhoesa.com,2,흰색,등산,간호사,미혼,LG U+,이승민,없음,iPhone 13,010-3026-1090,원룸,사용,441013-1576889,트럭,data2_20250602185128961493_7976,b53abc636f1ef1605eaf06a45c7c069b7be2052d468b2fca69f0cf17fd1a25c2
제주특별자치도 서귀포시 안덕면 감산리,1984,B,895바1933,eunju98@ieom.com,5,검정,영화감상,연구원,이혼,LG U+,고서준,햄스터,iPhone 13,010-4619-2231,빌라,사용,540124-2337070,자전거,data2_20250602185128961493_7977,2f6fc5fca8b19e9aa2bb87218d636a06bf9e4bb829a3b8a39021bb1ec0d74e17
부산광역시 영도구 신선동1가,2003,B,636바4822,fbag@jusighoesa.org,5,빨강,사진,의사,이혼,SKT,박지현,고양이,Xiaomi Mi 11,010-8504-3343,빌라,사용,070414-3459654,트럭,data2_20250602185128961493_7978,0029aca464c95b7145d0b53d70012b2d8214de34646e3d1eaf602b89d09ec62a
광주광역시 동구 금남로3가,2004,A,557가8810,yejun50@yanggimi.org,2,보라,여행,교사,미혼,KT,김영길,파충류,Galaxy A32,010-1210-2349,원룸,미사용,900705-2812537,버스,data2_20250602185128961493_7979,922763a8b6b2b7b90fab390d35f850b37c6b002f5d360cc1880aa4d1cdfdac52
경기도 안산시 상록구 사동,1996,A,656마7266,iseonghyeon@yu.net,3,초록,등산,개발자,이혼,KT,이성훈,물고기,iPhone 8,010-3590-3878,원룸,사용,520223-1705226,자전거,data2_20250602185128961493_7980,8572552958308ec6d9d5feda9cf2f4684966ba9d48c3b5814428af2b93b89b5b
울산광역시 남구 삼산동,2007,O,59바5960,sanghunbae@yu.net,6,보라,사진,디자이너,미혼,알뜰폰,이영미,강아지,LG Velvet,010-6077-9529,빌라,사용,860119-2784292,승용차,data2_20250602185128961493_7981,e760825aaed6c939f42ae3072dfa4bbe88831531bc527192934bded49f1bfd76
서울특별시 성북구 보문동3가,1999,AB,518가3172,yeonghwangim@gimgimgo.kr,4,노랑,운동,개발자,사별,알뜰폰,이지우,새,OnePlus 8T,010-7939-1419,빌라,미사용,130726-3805824,승용차,data2_20250602185128961493_7982,ef332e0565d8bc91cfd444b3ba1bb3a63f683d08872dc94353cd0f98a6469c9a
경상북도 고령군 성산면 고탄리,1988,AB,610가7437,eungyeong37@igweon.kr,2,주황,쇼핑,회사원,미혼,LG U+,이영환,고양이,LG Velvet,010-3896-6917,다가구,사용,711003-2934407,버스,data2_20250602185128961493_7983,7d8672dd1570f9c339f8a365a844c05531dd1c5f46a9ea94e2c407c99f3c7957
인천광역시 동구 송림동,1995,O,59다5006,gimyeongsig@yu.kr,6,검정,자전거,공무원,이혼,알뜰폰,박은지,고양이,Galaxy A12,010-5232-6513,단독주택,미사용,591020-2584403,버스,data2_20250602185128961493_7984,de3feccf31ca80781b1292159f105dc218e1f347fd737d2eccc73c62c6523e4d
서울특별시 도봉구 도봉동,2002,O,756라8447,gna@gimi.com,1,흰색,자전거,회사원,이혼,SKT,서옥자,햄스터,Pixel 7,010-3351-4431,원룸,미사용,881229-2021004,버스,data2_20250602185128961493_7985,0abf81fb3084bf733646f12124427c48c50d34b3af8274c468ce6534d3645e1f
전라남도 담양군 가사문학면 학선리,2005,AB,569마1505,seoyeon81@yu.com,4,분홍,사진,자영업,기혼,알뜰폰,김성진,햄스터,Oppo Find X3,010-7776-9350,단독주택,사용,951015-2442379,자전거,data2_20250602185128961493_7986,3a930f4ef62ebd6d00d9fdff0ff4d8943dfa640e7a5b83b824857d3fba6161cc
인천광역시 연수구 청학동,2007,B,730사6269,ao@seobaggim.kr,4,보라,자전거,연구원,미혼,SKT,김지민,고양이,Galaxy S10,010-4407-2652,다가구,미사용,980122-1614978,전기차,data2_20250602185128961493_7987,b66cdafd0697e40e761c9aa44f6254324ba34defabfc105ce4feaa073e413fc5
제주특별자치도 서귀포시 성산읍 신풍리,1982,AB,607가5956,bagjaeho@jusighoesa.kr,6,빨강,등산,프리랜서,미혼,LG U+,이서연,파충류,Galaxy S10,010-1613-5408,단독주택,미사용,901222-2509960,버스,data2_20250602185128961493_7988,878084f4a0361963071dccc79315e983a85f24a7a232d9a339bce0dbea89793e
대구광역시 북구 사수동,1990,B,661바1351,coejeongsug@ju.com,5,초록,수영,프리랜서,사별,알뜰폰,이유진,강아지,Galaxy A52,010-2656-6389,오피스텔,사용,890823-1481449,자전거,data2_20250602185128961493_7989,0e4e30031abf4251916a44aeaa368a1540269cd3866de792d72ca11719c8b7c5
부산광역시 남구 용당동,2010,B,267가2676,yeongjin06@gimyunnam.kr,5,보라,등산,개발자,미혼,KT,강민서,새,Vivo X60,010-2434-3759,기숙사,사용,920509-2796986,전기차,data2_20250602185128961493_7990,57070e93b2b1ba8cdbaadbca95db94077c2e0f03c9572d23ce3cbb6c69c8b17f
강원도 동해시 용정동,2010,B,10라4289,abag@jusighoesa.com,5,노랑,음악감상,연구원,이혼,알뜰폰,손도윤,햄스터,Motorola Moto G Power,010-2628-7489,연립주택,사용,950620-1216054,전기차,data2_20250602185128961493_7991,24df3489ebdf72d77946400dea7eca811e1f9f771345aa3dcc27a82004f90128
경상남도 창원시 성산구 반송동,1988,AB,625나3171,bgim@songijang.com,6,보라,운동,마케터,이혼,SKT,이경희,햄스터,Pixel 7,010-8001-8722,다가구,사용,440704-1898133,버스,data2_20250602185128961493_7992,9206eca3620f5fdd1bb393541d8cce9c968c69b32544a6d866523010ee21983c
충청남도 천안시 서북구 입장면 독정리,2008,O,17나1876,ijaehyeon@noigim.org,1,초록,운동,디자이너,사별,KT,김현우,햄스터,Huawei Mate 40,010-7999-8369,단독주택,사용,920723-2602916,오토바이,data2_20250602185128961493_7993,16b4e776883983e7b92a08d9bcca07e27bfee6d285bc3042d678305e0cfc96e7
충청북도 영동군 양강면 남전리,2009,B,662라9681,di@yu.com,2,초록,쇼핑,자영업,미혼,알뜰폰,진정남,강아지,Galaxy Z Fold,010-9298-5558,원룸,사용,120120-4298531,SUV,data2_20250602185128961493_7994,8d8a1149a4fa56bd0631e77927c4d51d77fce18bbc5862e980eab301d171ef09
대전광역시 동구 이사동,1999,A,770가7995,junseogang@hanhong.net,3,검정,음악감상,디자이너,이혼,알뜰폰,박옥자,새,OnePlus 9,010-9422-6833,원룸,사용,790514-2133471,버스,data2_20250602185128961493_7995,169174e901ee59676bb718be2f6f6b936838a5810e8751a9885d038c1291fece
광주광역시 서구 유촌동,2008,B,865나3980,hyejin41@ju.kr,1,검정,등산,공무원,사별,LG U+,이민석,강아지,Pixel 8,010-5040-9119,원룸,미사용,540527-1670405,버스,data2_20250602185128961493_7996,7c2d01edfbf4e8b9abcee67e33165d2f0c346d2e274583e55eefcfc98724cbd2
충청북도 청주시 서원구 현도면 하석리,2005,AB,429라7296,seunghyeongim@ju.kr,5,노랑,게임,자영업,기혼,알뜰폰,유미숙,고양이,Pixel 8,010-6376-9438,원룸,미사용,570528-2096902,오토바이,data2_20250602185128961493_7997,559745f7cd3bab54d15872bf2481e05fc8a88076cfdbb15106b91eb27cd3b89f
경상남도 김해시 생림면 생철리,1997,AB,543라5069,seongyeonggil@yuno.kr,2,회색,쇼핑,마케터,미혼,알뜰폰,김아름,파충류,Motorola Edge 20,010-6558-9925,단독주택,사용,800109-1266818,승용차,data2_20250602185128961493_7998,bf614b3bee101398494749d1829ec4cbf54bb77d2957dc583f40442245860505
제주특별자치도 제주시 오라일동,1999,B,66가8064,jeongsig42@seoson.com,2,분홍,게임,공무원,사별,알뜰폰,박영수,물고기,Xiaomi Poco F3,010-9393-4267,빌라,사용,130828-4303889,전기차,data2_20250602185128961493_7999,94063b9b4f22bbaf6f855fa7390f3c368c1540b4a24be54e0c97937d53d71e8e
전라남도 곡성군 오산면 선세리,2002,B,45다4362,cbag@yu.org,4,검정,등산,공무원,사별,LG U+,주지원,고양이,Motorola Moto G Power,010-7511-2303,단독주택,미사용,730530-2902208,트럭,data2_20250602185128961493_8000,943220dd35ea3d1dbd0383724d5dcbe0e53f3c00352dbb53711f01fe444d7392
충청북도 증평군 증평읍 사곡리,1995,O,429마7102,gimhyeonji@jusighoesa.com,4,주황,요리,교사,이혼,SKT,장지혜,햄스터,Galaxy S9,010-6962-9038,오피스텔,사용,591229-1853896,트럭,data2_20250602185128961493_8001,704fb50ede7fc06839c2788e8b3a40d281a1ad0945de410f8e530f76e34d41d2
세종특별자치시 세종시 전동면 청송리,2009,B,18사7172,yeongsug31@yuhanhoesa.net,5,검정,운동,마케터,사별,SKT,오지후,강아지,Redmi 9,010-1866-2195,기숙사,사용,061127-3805029,트럭,data2_20250602185128961493_8002,a183cbfdef721f60aafdf08a8648a96cb776838acbc03c4b17c4bc2000998466
강원도 동해시 귀운동,1991,O,273바2022,tgim@yuhanhoesa.net,2,초록,요리,개발자,사별,SKT,이은영,고양이,Pixel 8,010-5022-3309,다가구,미사용,870929-2323765,오토바이,data2_20250602185128961493_8003,ea3396bfed06c0c7f8f10c80d19459c625c9faa6a38d0ef9e96300e4d1c3c04f
대구광역시 달서구 송현동,1991,O,282사4341,jeonghobag@angimjeon.kr,2,회색,쇼핑,자영업,미혼,KT,김경수,고양이,Galaxy S20,010-3997-2762,기숙사,사용,641116-1563568,오토바이,data2_20250602185128961493_8004,d73f53b03e86e8ab2cac2ca1aa0039d3e2c2348a74cf7ac94ffd654ba08cf6a2
경상남도 양산시 동면 법기리,2003,O,845마7566,gimsanghyeon@isonggim.kr,2,보라,수영,간호사,기혼,LG U+,손성수,물고기,Galaxy Note 20,010-1380-5818,연립주택,미사용,880624-2123153,승용차,data2_20250602185128961493_8005,0c2660c1722ab8b36f266384abcf7b82d8f2bae074c5d422d14b9445fc1c451b
전라남도 무안군 몽탄면 학산리,2001,O,907나6839,juweon95@gimheo.org,6,검정,여행,의사,미혼,KT,윤서준,새,Galaxy Z Fold,010-9729-5582,연립주택,사용,120930-4959520,버스,data2_20250602185128961493_8006,13aaf3962eed8de89ca528fc41f4cd814cb80e332ad06b98a7db6825e0b7457c
대구광역시 달성군 가창면 상원리,1997,A,61나3352,jinu66@yuhanhoesa.kr,1,검정,사진,회사원,이혼,알뜰폰,김민수,파충류,Vivo Y72,010-4833-1594,빌라,미사용,850324-2912872,트럭,data2_20250602185128961493_8007,f17476b43fc2babe7a08bf1410c526ef75430bab4d0a1634f7b332c624f6a6bc
광주광역시 서구 내방동,1983,B,742사6281,cgim@yuhanhoesa.org,1,회색,등산,공무원,미혼,알뜰폰,홍수진,고양이,Huawei P50,010-9131-1069,다가구,미사용,520106-2951375,SUV,data2_20250602185128961493_8008,e025dc8cef8b6a1042c49d5984a87b3b5e8800aa61e4df91bf4243d749cecdac
충청북도 청주시 상당구 문의면 마구리,1990,A,319다4847,bagminjun@gweongim.org,2,노랑,요리,학생,이혼,KT,김정식,파충류,Xiaomi Poco F3,010-8068-6793,기숙사,미사용,840728-1094890,버스,data2_20250602185128961493_8009,4698583748ad34efaba73272c9787190684628ce69afae04fb1f096533d7c94b
경상남도 창원시 성산구 토월동,2003,A,254라3739,namjihyeon@songgang.com,6,빨강,등산,프리랜서,사별,알뜰폰,최은지,물고기,Pixel 7,010-7150-5639,연립주택,미사용,071212-4563620,자전거,data2_20250602185128961493_8010,64876e4798338838db44b69b40e8dc4e331d1012780a0fb25357b10e5e143398
부산광역시 사상구 덕포동,1991,AB,151사4558,ogim@gangim.net,6,회색,게임,학생,이혼,LG U+,이은지,햄스터,Huawei P50,010-3933-4832,아파트,미사용,881003-1341147,오토바이,data2_20250602185128961493_8011,99d9f74f44dd0f5fe59f5d000cbdb7015cd7eb7c72aa8733fedf240d4e185537
충청남도 홍성군 홍북읍 노은리,1994,O,12마8275,icoe@yuhanhoesa.org,3,주황,수영,회사원,미혼,SKT,류민서,물고기,Redmi 9,010-4855-8753,원룸,사용,950807-1890497,자전거,data2_20250602185128961493_8012,abcb1455c67f4c3aaea64d3b40075dc33e8a62abb3be983866670309b5bf6fb4
인천광역시 중구 경동,2005,O,402다3738,yujin43@coehwang.com,5,파랑,쇼핑,연구원,기혼,LG U+,문민재,고양이,Galaxy S22,010-6622-2297,연립주택,미사용,690923-1496110,트럭,data2_20250602185128961493_8013,ecb938ce55ac4019e2851e147f6be6702e2f81244e451b1b9395ce948f37fcad
충청남도 홍성군 서부면 이호리,2006,O,311바9322,jeongsug94@bagjanggim.kr,1,회색,쇼핑,의사,기혼,LG U+,김서준,없음,Galaxy Z Fold,010-7691-7746,원룸,미사용,101103-4670474,트럭,data2_20250602185128961493_8014,2b2455a91d6f2a9490e5c9c350ce375075b553c408db8f6cdcbafe6fe3431ff5
대구광역시 동구 미곡동,1986,O,85라5882,ogja87@ii.org,5,분홍,요리,회사원,미혼,알뜰폰,김현주,없음,Sony Xperia 5 II,010-8222-1466,원룸,미사용,841231-2686150,전기차,data2_20250602185128961493_8015,5c09bed4d23a610409c8da8774a7df9d7406ec14254e595f37aa681be94bcaa8
경기도 부천시 대장동,1990,AB,939나7051,gimyeongceol@jusighoesa.com,2,분홍,등산,공무원,사별,SKT,이진우,파충류,iPhone 6S,010-6351-4660,연립주택,미사용,690331-1579697,전기차,data2_20250602185128961493_8016,9d483c162034fe7fc7e00b292917f74a9392765765624b58c1813963e40cb095
세종특별자치시 세종시 부강면 산수리,2006,A,309다8010,seongminbaeg@jusighoesa.net,1,검정,쇼핑,연구원,이혼,KT,류은영,고양이,Motorola Moto G Power,010-3007-6961,연립주택,미사용,641105-1417199,전기차,data2_20250602185128961493_8017,8b1da9ef2c5c6602353d60a09170e08b988db895303b252814830cb3a1566c7f
충청북도 괴산군 칠성면 비도리,1993,AB,235나2001,gimjeongsig@yu.com,4,주황,요리,연구원,기혼,LG U+,김상호,없음,Motorola Edge 20,010-4624-5322,다가구,미사용,691202-1102496,오토바이,data2_20250602185128961493_8018,2399e54bb7e07c1d8eeea1315e6c53da4cf7100159145a9a1c2d8b8dd4ea0254
대전광역시 서구 갈마동,1981,O,356나9477,hanjihun@ibaeg.net,2,파랑,수영,공무원,미혼,KT,김현정,햄스터,Galaxy A12,010-6517-8147,오피스텔,사용,760411-2124971,자전거,data2_20250602185128961493_8019,ca86e6561245525d483678ef8313a895e6462ad671deeb34875f7597b0eca6fb
광주광역시 광산구 월계동,1982,A,728마3100,eunjeong30@yunbag.kr,6,분홍,음악감상,학생,미혼,LG U+,이지혜,강아지,Sony Xperia 1 III,010-3010-7667,단독주택,사용,460928-1117093,SUV,data2_20250602185128961493_8020,23fc6c6f6e3e07065f7f0eeda5a3afa81cd717772b4dc6b878b0e4f845bcc375
광주광역시 서구 동천동,1985,O,32바1366,gimmijeong@songsongo.org,3,회색,게임,교사,기혼,SKT,오유진,없음,Oppo Reno 6,010-2890-5431,다가구,사용,930816-2825719,트럭,data2_20250602185128961493_8021,049fe6ca89db472583364ff4f57b28daf399219a5c15c1354cb09abd6bb391b6
경상북도 포항시 북구 흥해읍 마산리,2010,B,608다9317,vgim@coebagi.org,2,흰색,영화감상,디자이너,사별,알뜰폰,김수빈,강아지,iPhone XS,010-8261-7715,아파트,미사용,120825-3841608,SUV,data2_20250602185128961493_8022,f5e2d7f5bd991ab04dbeab55fc1fdae5d89cf5abe6d543d430f745650569b91e
충청남도 공주시 정안면 문천리,1989,O,462다2633,iminseo@yuhanhoesa.kr,3,흰색,게임,회사원,기혼,LG U+,최지영,파충류,Galaxy S9,010-9403-5929,단독주택,사용,750708-2402427,전기차,data2_20250602185128961493_8023,1cff72e3a5cd340236973686d3938de455ad0d5e1b4d741951b213b0a79a0955
인천광역시 강화군 교동면 상용리,2008,AB,993마9089,ucoe@iryuyang.com,2,노랑,요리,학생,미혼,KT,오정수,고양이,Galaxy Z Flip,010-7481-7920,기숙사,미사용,611010-2315585,오토바이,data2_20250602185128961493_8024,6e544ddebaa3bd6675ec5a8a2938e17b8e9508e541949643b4df8c14a9ed650f
대구광역시 중구 전동,2008,A,954사1013,yeongsug85@igimi.com,1,초록,요리,학생,이혼,KT,이예은,파충류,Huawei P50,010-6013-1842,다가구,사용,991201-2506088,오토바이,data2_20250602185128961493_8025,59118975ad9f2ccdf4356cf39e4bc13afd151c9583799ecc52a1d9f140faa80d
강원도 철원군 동송읍 오지리,2010,AB,890나8678,jgweon@ju.com,1,빨강,등산,학생,미혼,알뜰폰,김서현,새,Vivo X60,010-5281-3110,단독주택,사용,641026-1878680,SUV,data2_20250602185128961493_8026,8675c4267ff90395855ae58d04b27cf279bfc4c823a1cdb46d933e130d7419e5
부산광역시 부산진구 부암동,2006,B,608나4579,yejin32@baggimi.org,6,노랑,요리,공무원,이혼,LG U+,한영순,고양이,iPhone 13,010-5649-2495,단독주택,미사용,440816-1771489,전기차,data2_20250602185128961493_8027,fc31d07b575eefa7b2e6d8ac42c67ccee0b340be78def408879f28812bec632b
강원도 원주시 부론면 흥호리,1998,AB,483라9373,yejijang@isongi.org,2,회색,게임,자영업,미혼,KT,박진우,새,Galaxy S20,010-9421-4334,오피스텔,미사용,021128-4610226,트럭,data2_20250602185128961493_8028,4ec8fdd92f6275523bbc3db64a2e4c0f41e2806586d542f84bad4d5c91f51b5b
인천광역시 동구 금곡동,1982,AB,449나6397,thong@bagjeong.org,1,보라,요리,공무원,사별,KT,김지아,없음,iPhone XS,010-5065-2639,원룸,사용,021025-3628957,오토바이,data2_20250602185128961493_8029,eb773b4f52470f1745885e3e2f154d34415974ce0217bd9e90147ed5b7e816db
부산광역시 연제구 거제동,1981,AB,540다8944,hyeonu92@ju.com,5,흰색,자전거,공무원,이혼,KT,김현숙,파충류,Galaxy S23,010-5730-3868,빌라,사용,101128-3858030,SUV,data2_20250602185128961493_8030,9ff1da1151fd18313fa57c8e1e3d047192b5b356f63cb67bce85cc14c8fff39b
부산광역시 기장군 일광면 청광리,1991,A,306마7850,sgim@noi.net,5,회색,수영,자영업,기혼,KT,김아름,파충류,Galaxy Note 20,010-5104-1725,원룸,사용,610522-2712057,자전거,data2_20250602185128961493_8031,8a0cf4b5f0684c8c681feabd4083245a75a67fe3017dcad95d00cbd030c6e781
전라북도 임실군 지사면 원산리,2006,A,997다4093,hyeonsug89@jusighoesa.net,4,주황,게임,연구원,사별,KT,문상현,없음,Galaxy S23,010-2590-4393,오피스텔,미사용,911011-2543968,자전거,data2_20250602185128961493_8032,dfab4d4e480c907037a0bfd81ed0f70e777ba896a198c840ef03087c2f0f6b9e
세종특별자치시 세종시 장군면 용현리,1984,B,149다1954,jungsu14@yu.kr,4,보라,자전거,의사,사별,SKT,김은주,강아지,LG G8,010-7861-2625,연립주택,미사용,140730-4402939,버스,data2_20250602185128961493_8033,f6a0ce563091925fcb43fc19bfad99ab3de81eed0fedb6884bae901418028b8f
제주특별자치도 제주시 봉개동,1996,B,775바6283,seongjincoe@gimi.org,2,흰색,독서,공무원,미혼,SKT,김영미,고양이,Galaxy S10,010-2077-8239,아파트,미사용,920303-1400063,오토바이,data2_20250602185128961493_8034,a6c89fc0326fa01172fad86648957a4847dc81addc9442a38c311fa86c43be6e
광주광역시 서구 동천동,2002,AB,883바8570,gwangsubag@iibag.kr,5,주황,독서,간호사,기혼,SKT,서상훈,햄스터,Realme GT,010-9949-1771,빌라,미사용,920419-1622319,트럭,data2_20250602185128961493_8035,b619b31e090801b43e1ae288083cd0a5a3370f83dbd8f8da17b804afdc6c18eb
서울특별시 동작구 상도동,1982,B,148가2002,sanghyeon85@yuhanhoesa.kr,6,검정,쇼핑,간호사,이혼,SKT,김영식,새,Xiaomi Poco F3,010-1573-7163,아파트,사용,680708-1766042,SUV,data2_20250602185128961493_8036,4ae4fd77378e19180e60d5574e227583eb983246ea8c7b9addf91d51b5c12cec
경상남도 함양군 휴천면 동강리,2002,A,724다5279,jiu47@gimcoei.kr,1,주황,사진,간호사,사별,LG U+,박옥자,없음,Galaxy S10,010-1103-7668,단독주택,미사용,741119-1867514,오토바이,data2_20250602185128961493_8037,c8dba33137e7955f4f796dd4f2f25eb2635135e4c4b2c02e723ba69e4157b990
경상북도 영천시 청통면 신원리,1985,O,854사3017,sumino@bagi.com,3,초록,수영,의사,미혼,KT,김영숙,강아지,iPhone SE,010-2798-2203,기숙사,미사용,790116-1562768,트럭,data2_20250602185128961493_8038,973967fc326354cf79e596a7c983b9b8ec33e54d6339e1a6578012bf467c687c
전라북도 부안군 부안읍 신흥리,1996,AB,978가1150,jeongsug57@jusighoesa.net,3,분홍,독서,간호사,기혼,KT,강성현,햄스터,iPhone XR,010-3269-4702,단독주택,미사용,050312-4051831,승용차,data2_20250602185128961493_8039,64e1d18971e735cba13f9b79cc9c468fe91a0b1fafcbe65afafa4e8ea2319c7d
전라북도 진안군 진안읍 연장리,2008,B,172사2135,gyeongjagim@songimbae.net,5,검정,사진,교사,미혼,알뜰폰,곽정웅,없음,Huawei Mate 40,010-4826-1787,다가구,미사용,761124-2404239,승용차,data2_20250602185128961493_8040,52530bfcdd15c06efab276bc2cd040a55513784ea3afd01421bfe87d63a3cb55
대전광역시 대덕구 용호동,2001,B,555사3111,gimjimin@yuni.kr,1,보라,사진,간호사,이혼,SKT,곽지은,없음,Vivo Y72,010-5471-5309,다가구,미사용,761219-2694752,승용차,data2_20250602185128961493_8041,b09dfb36bbeaab1cccc86a2eddde3ffa3a936da48bd669051eb1932f71ccf250
부산광역시 북구 구포동,1980,AB,46바9619,jongsujo@coecoei.com,4,초록,여행,프리랜서,사별,SKT,김지훈,파충류,Xiaomi Redmi Note 10,010-7386-2411,원룸,미사용,130420-3496605,자전거,data2_20250602185128961493_8042,12fa1e5531a19401c69cb88eb6fb81c879be188400903e2da66d0763e43e763c
경상북도 김천시 구성면 임천리,1997,A,731사5738,gyeongjagim@yu.com,6,검정,여행,마케터,미혼,KT,김현준,물고기,Motorola Edge 20,010-5182-2708,원룸,사용,540428-1473910,승용차,data2_20250602185128961493_8043,c173a42d91ead8a646a69dfd6c178ad5b8ca460c36777d245e575cca5afffb58
광주광역시 북구 효령동,1985,A,308나4001,iyeongsu@iigim.com,5,파랑,사진,프리랜서,미혼,LG U+,고영자,고양이,Galaxy S20,010-1670-6407,다가구,사용,750909-2634400,승용차,data2_20250602185128961493_8044,53d1f9c021e83a2577d87a0ab6fbe95c8e83ab9f51b2024115738f480d021017
대구광역시 동구 입석동,1985,A,161다3439,gimseohyeon@yuhanhoesa.com,1,검정,여행,공무원,미혼,SKT,강미숙,없음,Pixel 5,010-6011-7357,연립주택,미사용,670513-1566324,트럭,data2_20250602185128961493_8045,9da0f41ef36d1d58c47451a45daace3bed935a84bfeb9548a71ec87bd8d3713c
인천광역시 남동구 만수동,1998,B,398다4165,jangyeongjin@yuhanhoesa.kr,3,흰색,요리,디자이너,미혼,알뜰폰,박도윤,파충류,Pixel 5,010-5464-9129,단독주택,미사용,100620-3945517,자전거,data2_20250602185128961493_8046,9f7e2cbfc4b480cbc485b570f3e192d9523a92930394610feb00f2137c309cbe
제주특별자치도 서귀포시 토평동,1998,A,409나8858,yeongsun38@jusighoesa.com,4,파랑,여행,간호사,기혼,LG U+,박우진,파충류,iPhone XS,010-2999-7341,기숙사,사용,720202-2645777,버스,data2_20250602185128961493_8047,564382df090054a87b194b4b9cdf2fe2521bc2088a74e98a87f5e0f111403d1f
인천광역시 중구 도원동,1984,AB,688나9147,yeweonbag@jusighoesa.org,4,파랑,쇼핑,회사원,이혼,SKT,주채원,파충류,Pixel 4a,010-8050-1057,연립주택,사용,060515-4122424,오토바이,data2_20250602185128961493_8048,aa4721efff952f56107aed3e16dacafcb3cea3d309c5e16e23ddf0376c8b2935
대전광역시 중구 사정동,1994,AB,128마4453,fim@ju.kr,2,회색,독서,개발자,사별,KT,최정식,고양이,Motorola Edge 20,010-4300-5271,단독주택,사용,860514-2501504,자전거,data2_20250602185128961493_8049,fd1d8fce2d5f380bab8b2ce0518799b7fe0ddd343823df8d7393ca072c6c64cd
